SongID,start_time,end_time,start_frame,end_frame,label,Genre,FilePath,sp_danceability,sp_energy,sp_key,sp_loudness,sp_speechiness,sp_acousticness,sp_instrumentalness,sp_liveness,sp_valence,sp_tempo,sp_time_signature,sp_genre,sampling_rate
108,183.1,244.1,17165,22884,other,,..\data\audio_files\processed\108.mp3,0.788,0.621,9,-7.768,0.0526,0.00117,0.895,0.0751,0.183,126.001,4,,48000
108,244.1,301.2,22884,28237,chorus,,..\data\audio_files\processed\108.mp3,0.788,0.621,9,-7.768,0.0526,0.00117,0.895,0.0751,0.183,126.001,4,,48000
108,301.2,336.665034,28237,31562,other,,..\data\audio_files\processed\108.mp3,0.788,0.621,9,-7.768,0.0526,0.00117,0.895,0.0751,0.183,126.001,4,,48000
109,0,32.1,0,3009,other,Bass House,..\data\audio_files\processed\109.mp3,0.761,0.786,11,-9.311,0.0613,0.000151,0.703,0.211,0.796,126.985,4,"tech house, bass house",48000
109,32.1,90.7,3009,8503,chorus,Bass House,..\data\audio_files\processed\109.mp3,0.761,0.786,11,-9.311,0.0613,0.000151,0.703,0.211,0.796,126.985,4,"tech house, bass house",48000
109,90.7,153.1,8503,14353,other,Bass House,..\data\audio_files\processed\109.mp3,0.761,0.786,11,-9.311,0.0613,0.000151,0.703,0.211,0.796,126.985,4,"tech house, bass house",48000
109,153.1,211.6,14353,19837,chorus,Bass House,..\data\audio_files\processed\109.mp3,0.761,0.786,11,-9.311,0.0613,0.000151,0.703,0.211,0.796,126.985,4,"tech house, bass house",48000
109,211.6,212.1390023,19837,19888,other,Bass House,..\data\audio_files\processed\109.mp3,0.761,0.786,11,-9.311,0.0613,0.000151,0.703,0.211,0.796,126.985,4,"tech house, bass house",48000
114,0,76.7,0,7190,other,Dance Pop,..\data\audio_files\processed\114.mp3,0.821,0.774,9,-7.384,0.176,0.00474,0.0143,0.0806,0.472,126.977,4,"dance pop, edm, bass house, la pop, pop dance, house, moombahton, deep disco house, electro house, tech house, indie soul",48000
114,76.7,106.9,7190,10021,chorus,Dance Pop,..\data\audio_files\processed\114.mp3,0.821,0.774,9,-7.384,0.176,0.00474,0.0143,0.0806,0.472,126.977,4,"dance pop, edm, bass house, la pop, pop dance, house, moombahton, deep disco house, electro house, tech house, indie soul",48000
114,106.9,137.1,10021,12853,other,Dance Pop,..\data\audio_files\processed\114.mp3,0.821,0.774,9,-7.384,0.176,0.00474,0.0143,0.0806,0.472,126.977,4,"dance pop, edm, bass house, la pop, pop dance, house, moombahton, deep disco house, electro house, tech house, indie soul",48000
114,137.1,152.3,12853,14278,chorus,Dance Pop,..\data\audio_files\processed\114.mp3,0.821,0.774,9,-7.384,0.176,0.00474,0.0143,0.0806,0.472,126.977,4,"dance pop, edm, bass house, la pop, pop dance, house, moombahton, deep disco house, electro house, tech house, indie soul",48000
114,152.3,186.3,14278,17465,other,Dance Pop,..\data\audio_files\processed\114.mp3,0.821,0.774,9,-7.384,0.176,0.00474,0.0143,0.0806,0.472,126.977,4,"dance pop, edm, bass house, la pop, pop dance, house, moombahton, deep disco house, electro house, tech house, indie soul",48000
114,186.3,197.6,17465,18525,chorus,Dance Pop,..\data\audio_files\processed\114.mp3,0.821,0.774,9,-7.384,0.176,0.00474,0.0143,0.0806,0.472,126.977,4,"dance pop, edm, bass house, la pop, pop dance, house, moombahton, deep disco house, electro house, tech house, indie soul",48000
114,197.6,198.0660317,18525,18568,other,Dance Pop,..\data\audio_files\processed\114.mp3,0.821,0.774,9,-7.384,0.176,0.00474,0.0143,0.0806,0.472,126.977,4,"dance pop, edm, bass house, la pop, pop dance, house, moombahton, deep disco house, electro house, tech house, indie soul",48000
115,0,42.8,0,4012,other,Edm,..\data\audio_files\processed\115.mp3,0.67,0.819,1,-6.309,0.0422,0.0108,0.712,0.235,0.243,116.045,4,"indietronica, uk dance, house, edm",48000
115,42.8,67.2,4012,6300,chorus,Edm,..\data\audio_files\processed\115.mp3,0.67,0.819,1,-6.309,0.0422,0.0108,0.712,0.235,0.243,116.045,4,"indietronica, uk dance, house, edm",48000
115,67.2,156.7,6300,14690,other,Edm,..\data\audio_files\processed\115.mp3,0.67,0.819,1,-6.309,0.0422,0.0108,0.712,0.235,0.243,116.045,4,"indietronica, uk dance, house, edm",48000
115,156.7,181.1,14690,16978,chorus,Edm,..\data\audio_files\processed\115.mp3,0.67,0.819,1,-6.309,0.0422,0.0108,0.712,0.235,0.243,116.045,4,"indietronica, uk dance, house, edm",48000
115,181.1,215.3010431,16978,20184,other,Edm,..\data\audio_files\processed\115.mp3,0.67,0.819,1,-6.309,0.0422,0.0108,0.712,0.235,0.243,116.045,4,"indietronica, uk dance, house, edm",48000
116,0,92.4,0,8662,other,Edm,..\data\audio_files\processed\116.mp3,0.838,0.706,7,-7.626,0.067,0.303,0.863,0.0712,0.776,118.017,4,"malian blues, afropop, edm, mande pop, house, wassoulou, world, uk dance, indietronica, desert blues",48000
116,92.4,123.1,8662,11540,chorus,Edm,..\data\audio_files\processed\116.mp3,0.838,0.706,7,-7.626,0.067,0.303,0.863,0.0712,0.776,118.017,4,"malian blues, afropop, edm, mande pop, house, wassoulou, world, uk dance, indietronica, desert blues",48000
116,123.1,199.9,11540,18740,other,Edm,..\data\audio_files\processed\116.mp3,0.838,0.706,7,-7.626,0.067,0.303,0.863,0.0712,0.776,118.017,4,"malian blues, afropop, edm, mande pop, house, wassoulou, world, uk dance, indietronica, desert blues",48000
116,199.9,222.9,18740,20896,chorus,Edm,..\data\audio_files\processed\116.mp3,0.838,0.706,7,-7.626,0.067,0.303,0.863,0.0712,0.776,118.017,4,"malian blues, afropop, edm, mande pop, house, wassoulou, world, uk dance, indietronica, desert blues",48000
118,0,59.9,0,5615,other,Stutter House,..\data\audio_files\processed\118.mp3,0.71,0.619,6,-8.771,0.063,0.047,0.000161,0.162,0.221,133.116,4,"stutter house, uk house",48000
118,59.9,88.4,5615,8287,chorus,Stutter House,..\data\audio_files\processed\118.mp3,0.71,0.619,6,-8.771,0.063,0.047,0.000161,0.162,0.221,133.116,4,"stutter house, uk house",48000
118,88.4,160.6,8287,15056,other,Stutter House,..\data\audio_files\processed\118.mp3,0.71,0.619,6,-8.771,0.063,0.047,0.000161,0.162,0.221,133.116,4,"stutter house, uk house",48000
118,160.6,189.5,15056,17765,chorus,Stutter House,..\data\audio_files\processed\118.mp3,0.71,0.619,6,-8.771,0.063,0.047,0.000161,0.162,0.221,133.116,4,"stutter house, uk house",48000
118,189.5,189.9940136,17765,17811,other,Stutter House,..\data\audio_files\processed\118.mp3,0.71,0.619,6,-8.771,0.063,0.047,0.000161,0.162,0.221,133.116,4,"stutter house, uk house",48000
127,0,68.6,0,6431,other,Australian House,..\data\audio_files\processed\127.mp3,0.643,0.941,8,-5.243,0.0377,0.0599,0.756,0.157,0.174,126.01,4,"electra, melodic house, house, aussietronica, swiss pop, deep groove house, deep house, progressive house, indietronica, australian house",48000
127,68.6,110.5,6431,10359,chorus,Australian House,..\data\audio_files\processed\127.mp3,0.643,0.941,8,-5.243,0.0377,0.0599,0.756,0.157,0.174,126.01,4,"electra, melodic house, house, aussietronica, swiss pop, deep groove house, deep house, progressive house, indietronica, australian house",48000
127,110.5,175.3,10359,16434,other,Australian House,..\data\audio_files\processed\127.mp3,0.643,0.941,8,-5.243,0.0377,0.0599,0.756,0.157,0.174,126.01,4,"electra, melodic house, house, aussietronica, swiss pop, deep groove house, deep house, progressive house, indietronica, australian house",48000
127,175.3,202,16434,18937,chorus,Australian House,..\data\audio_files\processed\127.mp3,0.643,0.941,8,-5.243,0.0377,0.0599,0.756,0.157,0.174,126.01,4,"electra, melodic house, house, aussietronica, swiss pop, deep groove house, deep house, progressive house, indietronica, australian house",48000
127,202,217.3900227,18937,20380,other,Australian House,..\data\audio_files\processed\127.mp3,0.643,0.941,8,-5.243,0.0377,0.0599,0.756,0.157,0.174,126.01,4,"electra, melodic house, house, aussietronica, swiss pop, deep groove house, deep house, progressive house, indietronica, australian house",48000
129,0,44.5,0,4171,other,Bass House,..\data\audio_files\processed\129.mp3,0.693,0.878,6,-6.264,0.0386,0.0122,0.462,0.119,0.384,129.998,4,"house, electro house, tech house, bass house",48000
129,44.5,74.1,4171,6946,chorus,Bass House,..\data\audio_files\processed\129.mp3,0.693,0.878,6,-6.264,0.0386,0.0122,0.462,0.119,0.384,129.998,4,"house, electro house, tech house, bass house",48000
129,74.1,133.1,6946,12478,other,Bass House,..\data\audio_files\processed\129.mp3,0.693,0.878,6,-6.264,0.0386,0.0122,0.462,0.119,0.384,129.998,4,"house, electro house, tech house, bass house",48000
129,133.1,177.5,12478,16640,chorus,Bass House,..\data\audio_files\processed\129.mp3,0.693,0.878,6,-6.264,0.0386,0.0122,0.462,0.119,0.384,129.998,4,"house, electro house, tech house, bass house",48000
129,177.5,186.2730159,16640,17463,other,Bass House,..\data\audio_files\processed\129.mp3,0.693,0.878,6,-6.264,0.0386,0.0122,0.462,0.119,0.384,129.998,4,"house, electro house, tech house, bass house",48000
130,0,61.6,0,5775,other,Bass House,..\data\audio_files\processed\130.mp3,0.709,0.788,7,-7.142,0.0344,0.00989,0.828,0.0882,0.672,125.005,4,"house, electro house, tech house, bass house",48000
130,61.6,107.7,5775,10096,chorus,Bass House,..\data\audio_files\processed\130.mp3,0.709,0.788,7,-7.142,0.0344,0.00989,0.828,0.0882,0.672,125.005,4,"house, electro house, tech house, bass house",48000
130,107.7,153.7,10096,14409,other,Bass House,..\data\audio_files\processed\130.mp3,0.709,0.788,7,-7.142,0.0344,0.00989,0.828,0.0882,0.672,125.005,4,"house, electro house, tech house, bass house",48000
130,153.7,199.8,14409,18731,chorus,Bass House,..\data\audio_files\processed\130.mp3,0.709,0.788,7,-7.142,0.0344,0.00989,0.828,0.0882,0.672,125.005,4,"house, electro house, tech house, bass house",48000
130,199.8,234.2110204,18731,21957,other,Bass House,..\data\audio_files\processed\130.mp3,0.709,0.788,7,-7.142,0.0344,0.00989,0.828,0.0882,0.672,125.005,4,"house, electro house, tech house, bass house",48000
131,0,31.7,0,2971,other,Bass House,..\data\audio_files\processed\131.mp3,0.682,0.98,8,-6.412,0.27,0.148,0.26,0.355,0.602,123.962,4,"house, electro house, tech house, bass house",48000
131,31.7,62.7,2971,5878,chorus,Bass House,..\data\audio_files\processed\131.mp3,0.682,0.98,8,-6.412,0.27,0.148,0.26,0.355,0.602,123.962,4,"house, electro house, tech house, bass house",48000
131,62.7,93.6,5878,8775,other,Bass House,..\data\audio_files\processed\131.mp3,0.682,0.98,8,-6.412,0.27,0.148,0.26,0.355,0.602,123.962,4,"house, electro house, tech house, bass house",48000
131,93.6,124.6,8775,11681,chorus,Bass House,..\data\audio_files\processed\131.mp3,0.682,0.98,8,-6.412,0.27,0.148,0.26,0.355,0.602,123.962,4,"house, electro house, tech house, bass house",48000
131,124.6,171,11681,16031,other,Bass House,..\data\audio_files\processed\131.mp3,0.682,0.98,8,-6.412,0.27,0.148,0.26,0.355,0.602,123.962,4,"house, electro house, tech house, bass house",48000
131,171,200.1,16031,18759,chorus,Bass House,..\data\audio_files\processed\131.mp3,0.682,0.98,8,-6.412,0.27,0.148,0.26,0.355,0.602,123.962,4,"house, electro house, tech house, bass house",48000
131,200.1,202.7410431,18759,19006,other,Bass House,..\data\audio_files\processed\131.mp3,0.682,0.98,8,-6.412,0.27,0.148,0.26,0.355,0.602,123.962,4,"house, electro house, tech house, bass house",48000
132,0,76.2,0,7143,other,Bass House,..\data\audio_files\processed\132.mp3,0.847,0.934,9,-5.381,0.0442,0.00783,0.492,0.0797,0.862,126.035,4,"house, electro house, tech house, bass house",48000
132,76.2,122,7143,11437,chorus,Bass House,..\data\audio_files\processed\132.mp3,0.847,0.934,9,-5.381,0.0442,0.00783,0.492,0.0797,0.862,126.035,4,"house, electro house, tech house, bass house",48000
132,122,156.2,11437,14643,other,Bass House,..\data\audio_files\processed\132.mp3,0.847,0.934,9,-5.381,0.0442,0.00783,0.492,0.0797,0.862,126.035,4,"house, electro house, tech house, bass house",48000
132,156.2,198.1,14643,18571,chorus,Bass House,..\data\audio_files\processed\132.mp3,0.847,0.934,9,-5.381,0.0442,0.00783,0.492,0.0797,0.862,126.035,4,"house, electro house, tech house, bass house",48000
132,198.1,230.6090249,18571,21619,other,Bass House,..\data\audio_files\processed\132.mp3,0.847,0.934,9,-5.381,0.0442,0.00783,0.492,0.0797,0.862,126.035,4,"house, electro house, tech house, bass house",48000
135,0,46.9,0,4396,other,Disco House,..\data\audio_files\processed\135.mp3,0.721,0.773,2,-5.2,0.0401,0.00766,0.00874,0.0791,0.395,129.997,4,"disco house, classic house, electronic trap, filter house, edm, turntablism, big beat, house, vocal house, uk dance, deep house, speed garage, tribal house, electro house, canadian electronic, fidget house",48000
135,46.9,76.4,4396,7162,chorus,Disco House,..\data\audio_files\processed\135.mp3,0.721,0.773,2,-5.2,0.0401,0.00766,0.00874,0.0791,0.395,129.997,4,"disco house, classic house, electronic trap, filter house, edm, turntablism, big beat, house, vocal house, uk dance, deep house, speed garage, tribal house, electro house, canadian electronic, fidget house",48000
135,76.4,135.5,7162,12703,other,Disco House,..\data\audio_files\processed\135.mp3,0.721,0.773,2,-5.2,0.0401,0.00766,0.00874,0.0791,0.395,129.997,4,"disco house, classic house, electronic trap, filter house, edm, turntablism, big beat, house, vocal house, uk dance, deep house, speed garage, tribal house, electro house, canadian electronic, fidget house",48000
135,135.5,163.3,12703,15309,chorus,Disco House,..\data\audio_files\processed\135.mp3,0.721,0.773,2,-5.2,0.0401,0.00766,0.00874,0.0791,0.395,129.997,4,"disco house, classic house, electronic trap, filter house, edm, turntablism, big beat, house, vocal house, uk dance, deep house, speed garage, tribal house, electro house, canadian electronic, fidget house",48000
135,163.3,168.6330159,15309,15809,other,Disco House,..\data\audio_files\processed\135.mp3,0.721,0.773,2,-5.2,0.0401,0.00766,0.00874,0.0791,0.395,129.997,4,"disco house, classic house, electronic trap, filter house, edm, turntablism, big beat, house, vocal house, uk dance, deep house, speed garage, tribal house, electro house, canadian electronic, fidget house",48000
138,0,29.8,0,2793,other,Italian Tech House,..\data\audio_files\processed\138.mp3,0.863,0.881,7,-8.54,0.0497,0.00305,0.107,0.0767,0.357,129.006,4,"tech house, italian tech house, brazilian edm",48000
138,29.8,59.5,2793,5578,chorus,Italian Tech House,..\data\audio_files\processed\138.mp3,0.863,0.881,7,-8.54,0.0497,0.00305,0.107,0.0767,0.357,129.006,4,"tech house, italian tech house, brazilian edm",48000
138,59.5,89.3,5578,8371,other,Italian Tech House,..\data\audio_files\processed\138.mp3,0.863,0.881,7,-8.54,0.0497,0.00305,0.107,0.0767,0.357,129.006,4,"tech house, italian tech house, brazilian edm",48000
138,89.3,141.4,8371,13256,chorus,Italian Tech House,..\data\audio_files\processed\138.mp3,0.863,0.881,7,-8.54,0.0497,0.00305,0.107,0.0767,0.357,129.006,4,"tech house, italian tech house, brazilian edm",48000
138,141.4,157.4750113,13256,14763,other,Italian Tech House,..\data\audio_files\processed\138.mp3,0.863,0.881,7,-8.54,0.0497,0.00305,0.107,0.0767,0.357,129.006,4,"tech house, italian tech house, brazilian edm",48000
139,0,53.8,0,5043,other,Dance Pop,..\data\audio_files\processed\139.mp3,,,,,,,,,,,,,48000
139,53.8,99.5,5043,9328,chorus,Dance Pop,..\data\audio_files\processed\139.mp3,,,,,,,,,,,,,48000
139,99.5,123.9,9328,11615,other,Dance Pop,..\data\audio_files\processed\139.mp3,,,,,,,,,,,,,48000
139,123.9,154.8,11615,14512,chorus,Dance Pop,..\data\audio_files\processed\139.mp3,,,,,,,,,,,,,48000
139,154.8,165.3910204,14512,15505,other,Dance Pop,..\data\audio_files\processed\139.mp3,,,,,,,,,,,,,48000
140,0,47.9,0,4490,other,Dance Pop,..\data\audio_files\processed\140.mp3,0.622,0.99,11,-5.5,0.0424,0.00126,0.612,0.696,0.643,124.008,4,"uk dance, deep groove house, dance pop",48000
140,47.9,78.9,4490,7396,chorus,Dance Pop,..\data\audio_files\processed\140.mp3,0.622,0.99,11,-5.5,0.0424,0.00126,0.612,0.696,0.643,124.008,4,"uk dance, deep groove house, dance pop",48000
140,78.9,117.6,7396,11025,other,Dance Pop,..\data\audio_files\processed\140.mp3,0.622,0.99,11,-5.5,0.0424,0.00126,0.612,0.696,0.643,124.008,4,"uk dance, deep groove house, dance pop",48000
140,117.6,148.6,11025,13931,chorus,Dance Pop,..\data\audio_files\processed\140.mp3,0.622,0.99,11,-5.5,0.0424,0.00126,0.612,0.696,0.643,124.008,4,"uk dance, deep groove house, dance pop",48000
140,148.6,152.4770068,13931,14294,other,Dance Pop,..\data\audio_files\processed\140.mp3,0.622,0.99,11,-5.5,0.0424,0.00126,0.612,0.696,0.643,124.008,4,"uk dance, deep groove house, dance pop",48000
141,0,23.3,0,2184,other,Dance Pop,..\data\audio_files\processed\141.mp3,0.832,0.78,7,-6.585,0.104,0.0922,0.0192,0.134,0.569,125.013,4,"uk dance, deep groove house, dance pop",48000
141,23.3,69.4,2184,6506,chorus,Dance Pop,..\data\audio_files\processed\141.mp3,0.832,0.78,7,-6.585,0.104,0.0922,0.0192,0.134,0.569,125.013,4,"uk dance, deep groove house, dance pop",48000
141,69.4,100.1,6506,9384,other,Dance Pop,..\data\audio_files\processed\141.mp3,0.832,0.78,7,-6.585,0.104,0.0922,0.0192,0.134,0.569,125.013,4,"uk dance, deep groove house, dance pop",48000
141,100.1,146.2,9384,13706,chorus,Dance Pop,..\data\audio_files\processed\141.mp3,0.832,0.78,7,-6.585,0.104,0.0922,0.0192,0.134,0.569,125.013,4,"uk dance, deep groove house, dance pop",48000
141,146.2,148.5,13706,13921,other,Dance Pop,..\data\audio_files\processed\141.mp3,0.832,0.78,7,-6.585,0.104,0.0922,0.0192,0.134,0.569,125.013,4,"uk dance, deep groove house, dance pop",48000
142,0,53.8,0,5043,other,Dance Pop,..\data\audio_files\processed\142.mp3,0.794,0.635,11,-7.754,0.0402,0.118,0.00379,0.0706,0.422,125.971,4,"uk pop, uk dance, deep groove house, dance pop",48000
142,53.8,99.5,5043,9328,chorus,Dance Pop,..\data\audio_files\processed\142.mp3,0.794,0.635,11,-7.754,0.0402,0.118,0.00379,0.0706,0.422,125.971,4,"uk pop, uk dance, deep groove house, dance pop",48000
142,99.5,145.2,9328,13612,other,Dance Pop,..\data\audio_files\processed\142.mp3,0.794,0.635,11,-7.754,0.0402,0.118,0.00379,0.0706,0.422,125.971,4,"uk pop, uk dance, deep groove house, dance pop",48000
142,145.2,190.9,13612,17896,chorus,Dance Pop,..\data\audio_files\processed\142.mp3,0.794,0.635,11,-7.754,0.0402,0.118,0.00379,0.0706,0.422,125.971,4,"uk pop, uk dance, deep groove house, dance pop",48000
142,190.9,193.0180045,17896,18095,other,Dance Pop,..\data\audio_files\processed\142.mp3,0.794,0.635,11,-7.754,0.0402,0.118,0.00379,0.0706,0.422,125.971,4,"uk pop, uk dance, deep groove house, dance pop",48000
143,0,47.3,0,4434,other,Dance Pop,..\data\audio_files\processed\143.mp3,0.791,0.764,11,-6.843,0.249,0.175,0.00335,0.266,0.943,125.004,4,"uk dance, deep groove house, dance pop",48000
143,47.3,78,4434,7312,chorus,Dance Pop,..\data\audio_files\processed\143.mp3,0.791,0.764,11,-6.843,0.249,0.175,0.00335,0.266,0.943,125.004,4,"uk dance, deep groove house, dance pop",48000
143,78,124.1,7312,11634,other,Dance Pop,..\data\audio_files\processed\143.mp3,0.791,0.764,11,-6.843,0.249,0.175,0.00335,0.266,0.943,125.004,4,"uk dance, deep groove house, dance pop",48000
143,124.1,154.8,11634,14512,chorus,Dance Pop,..\data\audio_files\processed\143.mp3,0.791,0.764,11,-6.843,0.249,0.175,0.00335,0.266,0.943,125.004,4,"uk dance, deep groove house, dance pop",48000
143,154.8,171.8680272,14512,16112,other,Dance Pop,..\data\audio_files\processed\143.mp3,0.791,0.764,11,-6.843,0.249,0.175,0.00335,0.266,0.943,125.004,4,"uk dance, deep groove house, dance pop",48000
144,0,23.7,0,2221,other,Dance Pop,..\data\audio_files\processed\144.mp3,0.909,0.651,11,-5.672,0.105,0.161,0.0437,0.0923,0.895,124.026,4,"uk dance, deep groove house, dance pop",48000
144,23.7,70.3,2221,6590,chorus,Dance Pop,..\data\audio_files\processed\144.mp3,0.909,0.651,11,-5.672,0.105,0.161,0.0437,0.0923,0.895,124.026,4,"uk dance, deep groove house, dance pop",48000
144,70.3,101.1,6590,9478,other,Dance Pop,..\data\audio_files\processed\144.mp3,0.909,0.651,11,-5.672,0.105,0.161,0.0437,0.0923,0.895,124.026,4,"uk dance, deep groove house, dance pop",48000
144,101.1,132.1,9478,12384,chorus,Dance Pop,..\data\audio_files\processed\144.mp3,0.909,0.651,11,-5.672,0.105,0.161,0.0437,0.0923,0.895,124.026,4,"uk dance, deep groove house, dance pop",48000
144,132.1,147.0380045,12384,13784,other,Dance Pop,..\data\audio_files\processed\144.mp3,0.909,0.651,11,-5.672,0.105,0.161,0.0437,0.0923,0.895,124.026,4,"uk dance, deep groove house, dance pop",48000
145,0,83.8,0,7856,other,Brostep,..\data\audio_files\processed\145.mp3,0.366,0.76,7,-6.497,0.0626,0.232,0.641,0.0822,0.139,159.972,4,"electronic trap, edm, vapor twitch, electro house, future bass, canadian electronic, brostep",48000
145,83.8,107.8,7856,10106,chorus,Brostep,..\data\audio_files\processed\145.mp3,0.366,0.76,7,-6.497,0.0626,0.232,0.641,0.0822,0.139,159.972,4,"electronic trap, edm, vapor twitch, electro house, future bass, canadian electronic, brostep",48000
145,107.8,119.8,10106,11231,other,Brostep,..\data\audio_files\processed\145.mp3,0.366,0.76,7,-6.497,0.0626,0.232,0.641,0.0822,0.139,159.972,4,"electronic trap, edm, vapor twitch, electro house, future bass, canadian electronic, brostep",48000
145,119.8,143.8,11231,13481,chorus,Brostep,..\data\audio_files\processed\145.mp3,0.366,0.76,7,-6.497,0.0626,0.232,0.641,0.0822,0.139,159.972,4,"electronic trap, edm, vapor twitch, electro house, future bass, canadian electronic, brostep",48000
145,143.8,148.4210431,13481,13914,other,Brostep,..\data\audio_files\processed\145.mp3,0.366,0.76,7,-6.497,0.0626,0.232,0.641,0.0822,0.139,159.972,4,"electronic trap, edm, vapor twitch, electro house, future bass, canadian electronic, brostep",48000
147,0,30,0,2812,other,House,..\data\audio_files\processed\147.mp3,0.788,0.906,10,-5.863,0.0382,0.0222,0.00283,0.0822,0.811,128.004,4,"dance pop, edm, pop dance, house, uk dance, progressive house, electro house, pop",48000
147,30,60.5,2812,5671,chorus,House,..\data\audio_files\processed\147.mp3,0.788,0.906,10,-5.863,0.0382,0.0222,0.00283,0.0822,0.811,128.004,4,"dance pop, edm, pop dance, house, uk dance, progressive house, electro house, pop",48000
147,60.5,90,5671,8437,other,House,..\data\audio_files\processed\147.mp3,0.788,0.906,10,-5.863,0.0382,0.0222,0.00283,0.0822,0.811,128.004,4,"dance pop, edm, pop dance, house, uk dance, progressive house, electro house, pop",48000
147,90,135.5,8437,12703,chorus,House,..\data\audio_files\processed\147.mp3,0.788,0.906,10,-5.863,0.0382,0.0222,0.00283,0.0822,0.811,128.004,4,"dance pop, edm, pop dance, house, uk dance, progressive house, electro house, pop",48000
147,135.5,150.4700227,12703,14106,other,House,..\data\audio_files\processed\147.mp3,0.788,0.906,10,-5.863,0.0382,0.0222,0.00283,0.0822,0.811,128.004,4,"dance pop, edm, pop dance, house, uk dance, progressive house, electro house, pop",48000
149,0,58.7,0,5503,other,House,..\data\audio_files\processed\149.mp3,0.766,0.903,9,-4.956,0.075,0.0648,0.381,0.102,0.588,130.96,4,"house, minimal techno, minimal tech house, deep disco house",48000
149,58.7,88,5503,8250,chorus,House,..\data\audio_files\processed\149.mp3,0.766,0.903,9,-4.956,0.075,0.0648,0.381,0.102,0.588,130.96,4,"house, minimal techno, minimal tech house, deep disco house",48000
149,88,139.3,8250,13059,other,House,..\data\audio_files\processed\149.mp3,0.766,0.903,9,-4.956,0.075,0.0648,0.381,0.102,0.588,130.96,4,"house, minimal techno, minimal tech house, deep disco house",48000
149,139.3,183.2,13059,17175,chorus,House,..\data\audio_files\processed\149.mp3,0.766,0.903,9,-4.956,0.075,0.0648,0.381,0.102,0.588,130.96,4,"house, minimal techno, minimal tech house, deep disco house",48000
149,183.2,197.9720181,17175,18559,other,House,..\data\audio_files\processed\149.mp3,0.766,0.903,9,-4.956,0.075,0.0648,0.381,0.102,0.588,130.96,4,"house, minimal techno, minimal tech house, deep disco house",48000
151,0,63.8,0,5981,other,Chill House,..\data\audio_files\processed\151.mp3,0.8,0.656,9,-7.486,0.0487,0.39,0.0526,0.288,0.677,126.041,4,"stutter house, chill house",48000
151,63.8,94.3,5981,8840,chorus,Chill House,..\data\audio_files\processed\151.mp3,0.8,0.656,9,-7.486,0.0487,0.39,0.0526,0.288,0.677,126.041,4,"stutter house, chill house",48000
151,94.3,124.8,8840,11700,other,Chill House,..\data\audio_files\processed\151.mp3,0.8,0.656,9,-7.486,0.0487,0.39,0.0526,0.288,0.677,126.041,4,"stutter house, chill house",48000
151,124.8,153.3,11700,14371,chorus,Chill House,..\data\audio_files\processed\151.mp3,0.8,0.656,9,-7.486,0.0487,0.39,0.0526,0.288,0.677,126.041,4,"stutter house, chill house",48000
151,153.3,154.8150113,14371,14513,other,Chill House,..\data\audio_files\processed\151.mp3,0.8,0.656,9,-7.486,0.0487,0.39,0.0526,0.288,0.677,126.041,4,"stutter house, chill house",48000
153,0,30,0,2812,other,Deep Groove House,..\data\audio_files\processed\153.mp3,0.847,0.632,9,-10.492,0.0857,0.00205,0.333,0.0565,0.54,127.979,4,"uk dance, deep groove house, scottish rock",48000
153,30,60,2812,5625,chorus,Deep Groove House,..\data\audio_files\processed\153.mp3,0.847,0.632,9,-10.492,0.0857,0.00205,0.333,0.0565,0.54,127.979,4,"uk dance, deep groove house, scottish rock",48000
153,60,90,5625,8437,other,Deep Groove House,..\data\audio_files\processed\153.mp3,0.847,0.632,9,-10.492,0.0857,0.00205,0.333,0.0565,0.54,127.979,4,"uk dance, deep groove house, scottish rock",48000
153,90,120,8437,11250,chorus,Deep Groove House,..\data\audio_files\processed\153.mp3,0.847,0.632,9,-10.492,0.0857,0.00205,0.333,0.0565,0.54,127.979,4,"uk dance, deep groove house, scottish rock",48000
153,120,180,11250,16875,other,Deep Groove House,..\data\audio_files\processed\153.mp3,0.847,0.632,9,-10.492,0.0857,0.00205,0.333,0.0565,0.54,127.979,4,"uk dance, deep groove house, scottish rock",48000
153,180,240,16875,22500,chorus,Deep Groove House,..\data\audio_files\processed\153.mp3,0.847,0.632,9,-10.492,0.0857,0.00205,0.333,0.0565,0.54,127.979,4,"uk dance, deep groove house, scottish rock",48000
153,240,269.9990023,22500,25312,other,Deep Groove House,..\data\audio_files\processed\153.mp3,0.847,0.632,9,-10.492,0.0857,0.00205,0.333,0.0565,0.54,127.979,4,"uk dance, deep groove house, scottish rock",48000
154,0,14.3,0,1340,other,Chillhop,..\data\audio_files\processed\154.mp3,0.639,0.898,0,-6.411,0.102,0.0107,0.747,0.892,0.827,123.556,4,chillhop,48000
154,14.3,76.8,1340,7200,chorus,Chillhop,..\data\audio_files\processed\154.mp3,0.639,0.898,0,-6.411,0.102,0.0107,0.747,0.892,0.827,123.556,4,chillhop,48000
154,76.8,99.8,7200,9356,other,Chillhop,..\data\audio_files\processed\154.mp3,0.639,0.898,0,-6.411,0.102,0.0107,0.747,0.892,0.827,123.556,4,chillhop,48000
154,99.8,162.2,9356,15206,chorus,Chillhop,..\data\audio_files\processed\154.mp3,0.639,0.898,0,-6.411,0.102,0.0107,0.747,0.892,0.827,123.556,4,chillhop,48000
